,name,lat,long
530,Sprecher Brewing Company,43.09967348,-87.9188798
531,Woodchuck Hard Cider,44.03660119,-73.16479359
532,Krebs Brewing Company (Pete's Pl...,34.92638197,-95.72441736
533,Warbird Brewing Company,40.98805715,-85.16601112
534,Spilker Ales,40.50594475,-96.70709948
535,Arctic Craft Brewery,38.83713501,-104.780773
536,Monkey Paw Pub & Brewery,32.71393722,-117.1489519
537,Emerald City Beer Company,47.5767619,-122.3202002
538,Big River Brewing Company,35.05560573,-85.30733613
539,Uncommon Brewers,36.98211465,-122.0304563
540,Bomb Beer Company,40.72686291,-73.99493324
541,Churchkey Can Company,47.60240565,-122.1874824
542,Buckbean Brewing Company,39.49420826,-119.7488307
543,Flat Rock Brewing Company,40.1536359,-79.74343013
544,Harvest Moon Brewing Company,47.38503081,-110.9296313
545,Mother Earth Brewing Company,35.26269086,-77.58167906
546,Arcadia Brewing Company,42.32226485,-85.18481657
547,Angry Minnow Brewing Company,46.01061674,-91.48788984
548,Upstate Brewing Company,42.13343244,-76.81193952
549,Mogollon Brewing Company,35.21853469,-111.5862772
550,Dave's Brewfarm,44.9736097,-92.17533902
551,Butternuts Beer and Ale,42.62370082,-75.19087535
